Episode,Duration_Min,Total_Reward,Avg_Queue,Max_Queue,Avg_Waiting_Time,Avg_Speed,Throughput,Phase_Switches,Epsilon,Q_Table_Size
1,0.14996511936187745,-1510.1832862287977,30.803571428571427,52,21.414491732612326,0.8861145473821103,159,69,0.00998645168764533,2009
2,0.14501006603240968,-1952.4209386494624,31.714285714285715,56,22.088447094941277,0.8695403748619938,175,67,0.00998645168764533,2009
3,0.14985494216283163,-2236.2577960060476,35.017857142857146,54,25.454440834113676,0.805451702973987,193,64,0.00998645168764533,2009
4,0.14984289407730103,-1847.8081145612268,33.50892857142857,56,24.323847171276984,0.8428437394314049,211,64,0.00998645168764533,2009
5,0.1517736832300822,-1842.832881234573,32.089285714285715,52,22.62320118420593,0.8658739298486798,188,69,0.00998645168764533,2010
6,0.14372371435165404,-1711.2345875662477,31.196428571428573,51,21.240517917572475,0.8807269009071229,191,71,0.00998645168764533,2010
7,0.1406627853711446,-1431.3213054809407,31.267857142857142,53,21.435030467096233,0.8860445211815418,180,68,0.00998645168764533,2010
8,0.14715443849563598,-2410.935239077983,33.49107142857143,54,23.964405287181656,0.8363611308118399,186,67,0.00998645168764533,2012
9,0.14036033153533936,-1529.3187448842104,32.44642857142857,52,23.790764385831007,0.8489043739638783,196,67,0.00998645168764533,2015
10,0.1478288133939107,-1936.2735385373396,32.80357142857143,57,23.131503342183652,0.8462202988273155,185,67,0.00998645168764533,2019
11,0.1466416915257772,-2084.192097735055,33.25,55,23.209792696091704,0.8486124086049411,190,66,0.00998645168764533,2020
12,0.13268188635508218,-2025.5396035512804,29.339285714285715,52,21.123131401737318,0.9114278625666447,177,71,0.00998645168764533,2022
13,0.14424020051956177,-2043.472860442957,31.151785714285715,53,21.392909849657542,0.882444349598322,177,69,0.00998645168764533,2025
14,0.14241747458775839,-2492.1230263431935,30.776785714285715,53,22.29778694195981,0.8878163999829607,178,67,0.00998645168764533,2031
15,0.14305131435394286,-2155.127401063324,32.294642857142854,52,23.1275552735119,0.8609569809603203,197,66,0.00998645168764533,2031
16,0.1471834699312846,-1797.9355207435667,33.401785714285715,55,22.924835008429078,0.847990469047278,190,67,0.00998645168764533,2031
17,0.13921927213668822,-2069.178878637964,30.883928571428573,52,21.574981279738097,0.8856651601809103,183,69,0.00998645168764533,2031
18,0.14478689829508465,-1616.6068651443147,31.660714285714285,54,21.654253559255,0.8733169090282905,189,68,0.00998645168764533,2032
19,0.14306774536768596,-2332.332751164661,31.455357142857142,54,21.779920921932305,0.8804934635960612,177,72,0.00998645168764533,2032
20,0.1421348770459493,-1983.8651694517382,32.6875,53,22.94132863795301,0.8479376476136636,191,69,0.00998645168764533,2033
21,0.1382975697517395,-2110.6372511814293,32.455357142857146,55,23.49185191342926,0.8553866977191207,202,64,0.00998645168764533,2036
22,0.14038822253545125,-1205.6617878616105,31.803571428571427,53,22.675029702206643,0.8684726171564571,192,66,0.00998645168764533,2038
23,0.1380412220954895,-1650.1208667375415,31.723214285714285,53,21.460484662892192,0.8717454292212332,178,69,0.00998645168764533,2039
24,0.1404468615849813,-2055.993554642724,31.321428571428573,52,22.12718714421922,0.878756501490298,170,67,0.00998645168764533,2042
25,0.13539938926696776,-1847.8759710700324,29.982142857142858,51,20.851177442110515,0.9082738878889375,170,72,0.00998645168764533,2044
26,0.14434685707092285,-2116.487579946529,32.473214285714285,52,21.36384004422394,0.8547054079166813,199,71,0.00998645168764533,2045
27,0.1396224061648051,-1688.500013344664,32.61607142857143,53,23.07133977168096,0.847672470519412,196,64,0.00998645168764533,2045
28,0.1384030858675639,-1663.9177920808213,30.571428571428573,54,21.763956417186893,0.8848055615658408,177,69,0.00998645168764533,2047
29,0.1351695736249288,-2255.0428216942,30.883928571428573,53,21.5091724794606,0.8718707693130919,178,71,0.00998645168764533,2047
30,0.13709827264149985,-2077.253276254912,30.6875,52,21.830553243955787,0.8860320693480348,169,68,0.00998645168764533,2048
31,0.14713514645894368,-1953.808011608072,33.17857142857143,55,23.214970021094352,0.8494886121322553,198,66,0.00998645168764533,2048
32,0.1380525867144267,-1871.4168798713488,31.178571428571427,52,21.584524869634144,0.8762712429976905,181,68,0.00998645168764533,2048
33,0.1442322532335917,-1841.1620150982578,32.669642857142854,52,22.81283103131353,0.85358870778672,203,67,0.00998645168764533,2049
34,0.1444694995880127,-2393.553199674927,35.151785714285715,55,25.077969532250595,0.7963982465802337,184,67,0.00998645168764533,2059
35,0.14338765939076742,-2100.6385423913866,31.25,51,21.27284793501679,0.8757721913915008,191,70,0.00998645168764533,2060
36,0.14403922557830812,-2091.150480558323,31.241071428571427,54,22.66568713868765,0.8757280873025354,186,67,0.00998645168764533,2064
37,0.14946301778157553,-2007.8662083197328,32.86607142857143,54,23.10801462368827,0.8575602534678909,189,66,0.00998645168764533,2068
38,0.14307730595270793,-2069.9741195121114,30.321428571428573,50,21.62042935217459,0.8848836909217527,179,71,0.00998645168764533,2072
39,0.14201928774515787,-1951.4722794693985,30.660714285714285,52,20.760849611173597,0.8888283070849551,180,71,0.00998645168764533,2072
40,0.14701565504074096,-2533.4727224565695,32.75892857142857,53,24.768056873302402,0.8404916797663761,178,66,0.00998645168764533,2079
41,0.1418303926785787,-1657.6957549365882,30.589285714285715,52,21.757304023200838,0.8851711572232153,174,68,0.00998645168764533,2080
42,0.15079050064086913,-2386.2267397255628,31.553571428571427,55,22.287503510134105,0.8744795128269766,192,67,0.00998645168764533,2080
43,0.1435558279355367,-1621.5953413895943,31.25,51,22.150872769102623,0.8752517638009999,182,67,0.00998645168764533,2082
44,0.15516906181971232,-2110.268993218372,34.336283185840706,54,24.577872258559903,0.8209862267209419,184,62,0.00998645168764533,2084
45,0.14605912764867146,-2324.381741719287,31.642857142857142,53,22.78728747612451,0.8633178493935617,175,64,0.00998645168764533,2093
46,0.15397886832555135,-2379.7883411633284,34.151785714285715,54,23.768390627803132,0.8233224391998295,211,67,0.00998645168764533,2093
47,0.1445268710454305,-2006.6369054246384,32.098214285714285,57,21.949684658081374,0.859679344031788,174,68,0.00998645168764533,2097
48,0.15754368702570598,-2241.3396652032275,33.169642857142854,52,22.8506633925876,0.8395503922822799,189,67,0.00998645168764533,2102
49,0.1405947963396708,-2479.3425910905366,32.107142857142854,55,23.84882936578021,0.8604132931963446,182,67,0.00998645168764533,2103
50,0.14770304361979167,-2261.3394131730356,33.25,55,23.819361502789384,0.8377917377961207,173,66,0.00998645168764533,2104
51,0.14482347965240477,-1827.8879877272143,32.473214285714285,51,21.998781039691828,0.86196964211628,199,69,0.00998645168764533,2104
52,0.14549566904703776,-1859.4776819764677,31.071428571428573,52,21.69506037952012,0.8795146453508979,189,69,0.00998645168764533,2106
53,0.13967906634012858,-1389.526300143196,30.392857142857142,52,20.85991807263387,0.8995313074257011,194,71,0.00998645168764533,2106
54,0.14783706267674765,-2161.314567618465,34.267857142857146,55,24.248205488907818,0.818587082624867,202,67,0.00998645168764533,2106
55,0.1349850058555603,-1593.9799863393337,31.4375,54,21.758504871058676,0.863976372490009,180,68,0.00998645168764533,2106
56,0.14183026949564617,-1787.5859552229067,31.785714285714285,53,21.86300679134254,0.8664803670308056,190,67,0.00998645168764533,2110
57,0.14182267983754476,-2556.32939039776,34.25,55,24.53496016435343,0.8203879115520775,184,66,0.00998645168764533,2111
58,0.14279559055964153,-1632.971585603479,31.633928571428573,52,21.84388435483165,0.8713181191786912,189,72,0.00998645168764533,2112
59,0.1370517571767171,-1905.7682493531427,31.803571428571427,51,22.45575374820379,0.8706806447846637,196,68,0.00998645168764533,2114
60,0.14808094104131062,-2397.3114628961334,35.392857142857146,54,25.887355651363233,0.7889767365107498,204,66,0.00998645168764533,2122
61,0.14396570126215616,-2098.774716247597,33.30357142857143,54,22.744266630850102,0.8459403015598099,184,68,0.00998645168764533,2123
62,0.13831749359766643,-1992.7113392751037,31.160714285714285,54,21.67569476097544,0.8859492175332905,173,69,0.00998645168764533,2124
63,0.14085378646850585,-1561.7171057216353,31.669642857142858,53,22.551319913919464,0.8706034453795394,195,66,0.00998645168764533,2124
64,0.1387266993522644,-2090.9649458770887,31.696428571428573,52,21.821468155932443,0.8722337751187048,182,71,0.00998645168764533,2124
65,0.14040777683258057,-2188.1745953912414,31.767857142857142,52,22.595376043073404,0.8596997849159894,194,67,0.00998645168764533,2124
66,0.14016767740249633,-2149.9762661724058,34.026785714285715,55,23.478089201688427,0.8277407701819034,181,67,0.00998645168764533,2124
67,0.14052592118581136,-2294.051918317809,31.973214285714285,52,22.718728508068157,0.8627381096144306,185,68,0.00998645168764533,2124
68,0.13656017382939656,-1990.9647470907366,31.491071428571427,52,21.935745283461813,0.8730231491554937,187,70,0.00998645168764533,2127
69,0.14269556204477946,-2258.8380372926204,31.857142857142858,53,22.563261762376392,0.8739110358151526,189,68,0.00998645168764533,2127
70,0.14218340714772543,-1889.996963344789,32.089285714285715,52,21.956581909343704,0.8500057158140807,187,67,0.00998645168764533,2129
71,0.13983076413472492,-2604.137289467159,32.36607142857143,52,23.59521841258902,0.8413731699663636,193,71,0.00998645168764533,2132
72,0.1379825512568156,-2094.174902481958,31.589285714285715,50,22.199256111931174,0.8685495090845242,191,70,0.00998645168764533,2134
