Episode,Duration_Min,Total_Reward,Avg_Queue,Max_Queue,Avg_Waiting_Time,Avg_Speed,Throughput,Phase_Switches,Epsilon,Q_Table_Size
1,83.33333333333333,-2120.011730557951,22.266233766233768,37,15.650316458078915,0.9589516280221797,199,127,0.00998645168764533,170
2,83.33333333333333,-980.8292232800593,21.79605263157895,35,10.92769836227059,0.983988818307997,215,141,0.00998645168764533,170
3,83.33333333333333,-999.2609127895614,21.710526315789473,36,10.642708547172587,0.9849765145198242,193,144,0.00998645168764533,170
4,83.33333333333333,-959.8551553686088,21.57894736842105,33,11.110818735846205,0.9822402352423932,189,142,0.00998645168764533,170
5,83.33333333333333,-912.9536098042782,21.736842105263158,33,10.862127155696903,0.9869209114696493,196,141,0.00998645168764533,170
6,83.33333333333333,-1648.1778593353447,22.25657894736842,35,11.91331970475171,0.9672040850874281,190,145,0.00998645168764533,171
7,83.33333333333333,-1153.9364651634448,21.519736842105264,30,10.594609804444167,0.9894006515385093,196,146,0.00998645168764533,172
8,83.33333333333333,-837.6968297802796,21.717105263157894,35,10.671854322110388,0.9836499230352564,202,145,0.00998645168764533,172
9,83.33333333333333,-1262.4700940632965,21.782894736842106,32,11.285034960054466,0.9816367600954441,207,143,0.00998645168764533,172
10,83.33333333333333,-550.6925722520699,21.19078947368421,33,10.391797312966068,1.0021400661077962,218,141,0.00998645168764533,172
11,83.33333333333333,-974.8328213863983,21.539473684210527,33,10.766892115361452,0.9892641764095161,187,149,0.00998645168764533,173
12,83.33333333333333,-761.8666899197144,21.24342105263158,31,10.401322838016146,0.9998983672492552,202,149,0.00998645168764533,173
13,83.33333333333333,-928.2807366232759,21.42763157894737,33,10.679599324556344,0.987106253303959,212,144,0.00998645168764533,173
14,83.33333333333333,-1062.9518232174878,21.888157894736842,38,10.75773420394124,0.9809594820287264,203,145,0.00998645168764533,173
15,83.33333333333333,-792.2939415678288,21.289473684210527,33,10.686075722577408,0.9951195602883117,208,148,0.00998645168764533,173
16,83.33333333333333,-878.9870137048127,21.486842105263158,30,10.721278575080825,0.9913718560288364,188,148,0.00998645168764533,173
17,83.33333333333333,-858.1647108747926,21.3841059602649,31,10.822862395995617,0.9875421681823194,198,150,0.00998645168764533,173
