Episode,Duration_Min,Total_Reward,Avg_Queue,Max_Queue,Avg_Waiting_Time,Avg_Speed,Throughput,Phase_Switches,Epsilon,Q_Table_Size
1,83.33333333333333,-1742.3791225214914,14.0375,23,14.599238823716183,1.0051142640405817,218,68,0.00998645168764533,160
2,83.33333333333333,-1746.455047968341,14.05,25,12.864504000240293,1.0135023202074138,226,63,0.00998645168764533,320
3,83.33333333333333,-1652.733316131175,13.615853658536585,21,11.935355620803412,1.059310163927494,236,27,0.00998645168764533,484
4,83.33333333333333,-1651.2233232243802,14.89937106918239,24,15.769728863761735,0.9685013366353264,233,73,0.00998645168764533,643
5,83.33333333333333,-2056.993154996879,16.03184713375796,27,15.806219313460105,0.9460804437224315,210,92,0.00998645168764533,800
6,83.33333333333333,-1760.935015216795,15.796178343949045,24,15.97912871017683,0.950196934804243,230,93,0.00998645168764533,957
7,83.33333333333333,-1302.1773265157155,15.044303797468354,29,14.319191941973035,0.9781074396795861,249,81,0.00998645168764533,1115
8,83.33333333333333,-1076.0354435502854,14.169811320754716,24,13.281018136784988,1.0124273489995677,241,75,0.00998645168764533,1274
9,83.33333333333333,-1493.5605065424,14.772151898734178,22,14.191247600742331,0.9815752821323815,234,84,0.00998645168764533,1432
10,83.33333333333333,-1249.700803627016,14.464968152866241,27,15.08474311322809,0.9790215832287069,237,97,0.00998645168764533,1589
11,83.33333333333333,-1405.351795537923,14.512658227848101,22,13.718728380571477,0.9934567615600735,228,90,0.00998645168764533,1747
12,83.33333333333333,-904.5457305885956,14.528662420382165,23,13.090102509213747,1.0191050258159497,224,90,0.00998645168764533,1904
13,83.33333333333333,-403.04531110317293,15.685897435897436,27,15.234042766266063,1.0032186468395008,267,108,0.00998645168764533,2060
14,83.33333333333333,-435.46293393181145,16.825806451612902,27,16.807018385330625,0.9700559322191111,247,111,0.00998645168764533,2215
15,83.33333333333333,-588.8609114310356,18.65359477124183,27,18.27957337498855,0.9058730980014902,243,134,0.00998645168764533,2368
16,83.33333333333333,-787.1528802843184,18.143790849673202,26,18.092304824859568,0.9139938573402742,234,140,0.00998645168764533,2521
17,83.33333333333333,-661.9018966959546,15.92156862745098,25,15.804319724848867,0.9843209014889305,221,139,0.00998645168764533,2674
18,83.33333333333333,-459.7718335934388,13.445859872611464,22,11.597073364390393,1.0843764364411592,258,100,0.00998645168764533,2831
19,83.33333333333333,-906.2665238531506,13.78343949044586,21,12.35191733369469,1.0686673455652134,224,100,0.00998645168764533,2988
20,83.33333333333333,-959.8587233500501,15.313725490196079,24,14.21123021413709,1.007300800140385,223,135,0.00998645168764533,3141
