Episode,Duration_Min,Total_Reward,Avg_Queue,Max_Queue,Avg_Waiting_Time,Avg_Speed,Throughput,Phase_Switches,Epsilon,Q_Table_Size
1,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,1
2,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,2
3,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,3
4,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,4
5,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,5
6,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,6
7,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,7
8,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,8
9,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,9
10,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,10
11,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,11
12,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,12
13,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,13
14,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,14
15,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,15
16,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,16
17,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,17
18,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,18
19,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,19
20,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,20
21,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,21
22,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,22
23,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,23
24,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,24
25,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,25
26,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,26
27,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,27
28,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,28
29,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,29
30,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,30
31,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,31
32,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,32
33,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,33
34,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,34
35,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,35
36,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,36
37,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,37
38,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,38
39,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,39
40,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,40
41,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,41
42,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,42
43,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,43
44,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,44
45,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,45
46,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,46
47,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,47
48,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,48
49,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,49
50,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,50
51,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,51
52,83.33333333333333,-1000,0.0,0,0.0,0.0,0,0,0.00998645168764533,52
